frame,t_mono,time_boot_ms,t_unix_usec,lat,lng,alt_msl,alt_agl,yaw,pitch,roll,nsats,fix_type,lat_gpi_ms,lat_att_ms,det_idx,cx,cy,w,h,bearing_px,bearing_py,conf
8955,1918.5249,1928279.0,1785689393824595,-22.9780181,-43.23213643797266,41.72,2.97,-9.85,-1.76,0.04,20,3,-62.8,-22.2,,,,,,,,
8956,1918.6316,1928384.1,1785689393931329,-22.9780181,-43.2321365,41.73,2.98,-9.85,-1.76,0.03,20,3,-58.1,-17.1,,,,,,,,
8957,1918.7387,1928489.2,1785689394038411,-22.9780181,-43.2321365,41.73,2.98,-9.85,-1.76,0.03,20,3,-52.6,-7.0,,,,,,,,
8958,1918.8458,1928591.4,1785689394145546,-22.9780181,-43.2321365,41.73,2.98,-9.85,-1.76,0.02,20,3,-53.6,-1.8,,,,,,,,
8959,1918.9541,1928703.8,1785689394673916,-22.9780181,-43.2321365,41.74,2.99,-9.85,-1.76,0.02,20,3,-32.4,-1.8,,,,,,,,
8960,1919.0241,1928778.3,1785689394743890,-22.978018137318784,-43.2321365,41.74,2.99,-9.85,-1.76,0.01,20,3,-63.1,-22.2,,,,,,,,
8961,1919.1314,1928884.4,1785689394851204,-22.9780182,-43.23213654335025,41.74,2.99,-9.85,-1.75,0.01,20,3,-57.7,-17.1,,,,,,,,
8962,1919.2386,1928991.7,1785689394958400,-22.9780182,-43.2321366,41.74,2.99,-9.85,-1.76,0.01,20,3,-48.0,-7.0,,,,,,,,
8963,1919.3456,1929098.8,1785689395065377,-22.9780182,-43.2321366,41.73,2.98,-9.85,-1.76,0.01,20,3,-43.1,-1.8,,,,,,,,
8964,1919.4527,1929203.9,1785689395172488,-22.9780182,-43.2321366,41.72,2.97,-9.85,-1.75,0.01,20,3,-37.8,-1.8,,,,,,,,
8965,1919.5242,1929276.0,1785689395243975,-22.9780182,-43.2321366,41.72,2.97,-9.84,-1.76,0.01,20,3,-62.7,-22.1,,,,,,,,
8966,1919.6312,1929384.3,1785689395351022,-22.9780182,-43.2321366,41.71,2.96,-9.84,-1.76,0.01,20,3,-58.0,-17.1,,,,,,,,
8967,1919.7383,1929489.2,1785689395458117,-22.9780182,-43.2321366,41.71,2.96,-9.84,-1.77,0.01,20,3,-52.6,-7.0,,,,,,,,
8968,1919.8454,1929591.4,1785689395565224,-22.9780182,-43.2321366,41.71,2.96,-9.84,-1.77,-0.0,19,3,-53.6,-1.8,,,,,,,,
8969,1919.9536,1929700.3,1785689395679814,-22.9780182,-43.23213665931245,41.7,2.95,-9.84,-1.78,-0.01,19,3,-37.4,-1.8,,,,,,,,
8970,1920.0239,1929775.3,1785689395750181,-22.978018165680083,-43.2321367,41.7,2.95,-9.84,-1.78,-0.01,19,3,-63.1,-22.1,,,,,,,,
8971,1920.131,1929884.3,1785689395857296,-22.9780181,-43.2321367,41.7,2.95,-9.84,-1.78,-0.01,19,3,-57.7,-17.0,,,,,,,,
8972,1920.2381,1929989.2,1785689395964374,-22.9780181,-43.2321367,41.71,2.96,-9.84,-1.78,-0.01,19,3,-53.0,-7.0,,,,,,,,
8973,1920.3452,1930096.7,1785689396071500,-22.978018044326383,-43.232136755673615,41.71,2.96,-9.84,-1.78,-0.01,19,3,-43.1,-1.8,,,,,,,,
8974,1920.4167,1930168.9,1785689396142922,-22.978018,-43.2321368,41.71,2.96,-9.84,-1.78,-0.01,19,3,-73.3,-32.3,,,,,,,,
8975,1920.5238,1930276.0,1785689396250030,-22.978018,-43.2321368,41.71,2.96,-9.84,-1.78,-0.01,19,3,-62.7,-22.1,,,,,,,,
8976,1920.6308,1930384.3,1785689396357048,-22.978018,-43.232136843290334,41.71,2.96,-9.84,-1.79,-0.02,19,3,-58.0,-17.1,,,,,,,,
8977,1920.7379,1930489.2,1785689396464142,-22.978018,-43.2321369,41.72,2.97,-9.84,-1.78,-0.02,19,3,-52.7,-7.0,,,,,,,,
8978,1920.845,1930591.3,1785689396571245,-22.978018,-43.2321369,41.73,2.98,-9.84,-1.78,-0.02,19,3,-53.7,-1.9,,,,,,,,
8979,1920.9535,1930700.3,1785689396680623,-22.978018,-43.2321369,41.74,2.99,-9.84,-1.77,-0.03,19,3,-37.5,-1.9,,,,,,,,
8980,1921.0236,1930775.1,1785689396750747,-22.978018034083963,-43.2321369,41.74,2.99,-9.84,-1.77,-0.02,19,3,-63.1,-22.1,,,,,,,,
8981,1921.1306,1930884.2,1785689396857749,-22.9780181,-43.2321369,41.75,3.0,-9.84,-1.77,-0.02,19,3,-57.7,-17.1,,,,,,,,
8982,1921.2377,1930989.2,1785689396964849,-22.9780181,-43.2321369,41.75,3.0,-9.84,-1.77,-0.02,19,3,-53.0,-6.9,,,,,,,,
8983,1921.3448,1931096.6,1785689397071960,-22.978018044378935,-43.232136955621066,41.76,3.01,-9.84,-1.77,-0.02,17,3,-43.2,-1.8,,,,,,,,
8984,1921.4163,1931168.9,1785689397143457,-22.978018,-43.232137,41.76,3.01,-9.84,-1.78,-0.02,17,3,-73.2,-32.2,,,,,,,,
8985,1921.5233,1931274.3,1785689397250486,-22.978018,-43.232137,41.76,3.01,-9.84,-1.78,-0.02,17,3,-67.8,-22.1,,,,,,,,
8986,1921.6304,1931381.4,1785689397357570,-22.978018,-43.232137,41.75,3.0,-9.84,-1.79,-0.02,17,3,-58.1,-17.1,,,,,,,,
8987,1921.7375,1931489.3,1785689397464696,-22.97801795173793,-43.232137048262075,41.75,2.99,-9.84,-1.79,-0.02,17,3,-52.6,-6.9,,,,,,,,
8988,1921.8447,1931589.1,1785689397571829,-22.9780179,-43.2321371,41.74,2.99,-9.84,-1.79,-0.02,20,3,-58.8,-1.9,,,,,,,,
8989,1921.9533,1931698.1,1785689397678959,-22.9780179,-43.2321371,41.73,2.98,-9.84,-1.79,-0.03,20,3,-37.4,-1.8,,,,,,,,
8990,1922.0233,1931775.1,1785689397749004,-22.978017865943915,-43.23213713405609,41.73,2.98,-9.84,-1.79,-0.03,20,3,-63.2,-22.2,,,,,,,,
8991,1922.1302,1931884.1,1785689397855894,-22.978017756905373,-43.2321372,41.72,2.96,-9.84,-1.8,-0.03,20,3,-57.7,-17.0,,,,,,,,
8992,1922.2374,1931989.3,1785689397963074,-22.9780177,-43.2321372,41.71,2.95,-9.84,-1.8,-0.02,20,3,-53.0,-6.9,,,,,,,,
8993,1922.3444,1932096.6,1785689398070121,-22.9780177,-43.2321372,41.69,2.94,-9.84,-1.8,-0.02,19,3,-43.2,-1.9,,,,,,,,
8994,1922.4514,1932203.8,1785689398177117,-22.9780176371921,-43.2321371371921,41.68,2.93,-9.84,-1.81,-0.01,19,3,-37.8,-1.9,,,,,,,,
8995,1922.5229,1932274.2,1785689398248593,-22.9780176,-43.2321371,41.68,2.93,-9.84,-1.81,-0.01,19,3,-67.9,-22.2,,,,,,,,
8996,1922.63,1932381.3,1785689398355690,-22.978017559664046,-43.2321371,41.67,2.92,-9.84,-1.81,-0.01,19,3,-58.0,-17.1,,,,,,,,
8997,1922.7381,1932489.8,1785689398463813,-22.9780175,-43.2321371,41.66,2.91,-9.84,-1.8,-0.0,19,3,-52.6,-7.0,,,,,,,,
8998,1922.8442,1932588.7,1785689398569870,-22.97801745233286,-43.2321371,41.66,2.91,-9.84,-1.81,0.01,19,3,-58.7,-1.8,,,,,,,,
8999,1922.9523,1932697.1,1785689398677695,-22.9780174,-43.2321371,41.66,2.91,-9.84,-1.81,0.01,19,3,-38.6,-2.3,,,,,,,,
9000,1923.0225,1932773.8,1785689398747963,-22.9780174,-43.232137067211866,41.66,2.91,-9.84,-1.81,0.01,19,3,-64.9,-23.4,,,,,,,,
9001,1923.6996,1933434.6,1785689399425015,-22.9780173,-43.2321369,41.66,2.91,-9.84,-1.79,0.01,19,3,-1.9,-2.0,,,,,,,,
9002,1923.7354,1933480.1,1785689399460869,-22.9780173,-43.2321369,41.66,2.91,-9.84,-1.79,0.0,19,3,-52.8,-12.0,,,,,,,,
9003,1923.8455,1933592.7,1785689399570964,-22.9780173,-43.2321369,41.67,2.91,-9.84,-1.79,-0.01,20,3,-53.4,-1.9,,,,,,,,
9004,1923.951,1933699.2,1785689399686671,-22.978017241837954,-43.2321369,41.68,2.93,-9.84,-1.8,-0.01,20,3,-37.4,-1.9,,,,,,,,
9005,1924.021,1933773.4,1785689399756623,-22.9780172,-43.232136932365506,41.68,2.93,-9.84,-1.8,-0.01,20,3,-68.0,-27.1,,,,,,,,
9006,1924.131,1933883.0,1785689399866621,-22.9780172,-43.23213708406516,41.68,2.93,-9.84,-1.8,-0.02,20,3,-58.0,-17.3,,,,,,,,
9007,1924.235,1933987.6,1785689399970717,-22.9780172,-43.2321372,41.69,2.94,-9.84,-1.8,-0.03,20,3,-52.8,-11.9,,,,,,,,
9008,1924.3422,1934094.1,1785689400077835,-22.9780172,-43.2321372,41.71,2.95,-9.84,-1.8,-0.03,18,3,-47.9,-6.9,,,,,,,,
9009,1924.4522,1934202.9,1785689400187856,-22.9780172,-43.2321372,41.71,2.96,-9.84,-1.79,-0.03,18,3,-38.2,-2.0,,,,,,,,
9010,1924.5564,1934308.1,1785689400292025,-22.978017267127953,-43.2321372,41.72,2.97,-9.84,-1.78,-0.03,18,3,-32.3,-1.8,,,,,,,,
9011,1924.6278,1934379.4,1785689400363443,-22.9780173,-43.2321372,41.72,2.97,-9.84,-1.78,-0.03,18,3,-62.8,-16.9,,,,,,,,
9012,1924.7378,1934488.2,1785689400473510,-22.9780173,-43.2321372,41.73,2.98,-9.84,-1.77,-0.03,18,3,-52.9,-7.1,,,,,,,,
9013,1924.842,1934587.7,1785689400577714,-22.9780173,-43.2321372,41.74,2.99,-9.84,-1.77,-0.03,19,3,-58.4,-6.9,,,,,,,,
9014,1924.9506,1934698.3,1785689400684603,-22.9780173,-43.2321372,41.75,2.99,-9.84,-1.76,-0.03,19,3,-37.3,-1.8,,,,,,,,
9015,1925.0206,1934773.5,1785689400754611,-22.9780173,-43.2321372,41.75,3.0,-9.84,-1.76,-0.02,19,3,-68.0,-27.2,,,,,,,,
9016,1925.1276,1934879.4,1785689400861628,-22.9780173,-43.2321372,41.75,3.0,-9.84,-1.76,-0.02,19,3,-62.6,-17.0,,,,,,,,
9017,1925.2348,1934986.7,1785689400968794,-22.9780173,-43.2321372,41.75,3.0,-9.84,-1.76,-0.02,19,3,-52.9,-12.0,,,,,,,,
9018,1925.3448,1935097.6,1785689401078798,-22.9780173,-43.2321372,41.75,3.0,-9.84,-1.76,-0.02,19,3,-43.7,-2.0,,,,,,,,
9019,1925.4488,1935202.5,1785689401182848,-22.9780173,-43.2321372,41.75,3.0,-9.84,-1.76,-0.02,19,3,-37.7,-1.8,,,,,,,,
9020,1925.5203,1935274.2,1785689401254346,-22.978017333223946,-43.2321372,41.75,3.0,-9.84,-1.76,-0.02,19,3,-67.9,-27.2,,,,,,,,
9021,1925.6631,1935414.1,1785689401397090,-22.9780174,-43.2321372,41.75,3.0,-9.84,-1.76,-0.03,19,3,-27.5,-1.9,,,,,,,,
9022,1925.7375,1935488.0,1785689401471473,-22.9780174,-43.2321372,41.75,3.0,-9.84,-1.76,-0.03,19,3,-52.9,-7.1,,,,,,,,
9023,1925.8426,1935588.3,1785689401576621,-22.9780174,-43.2321372,41.75,3.0,-9.84,-1.76,-0.03,19,3,-58.3,-1.8,,,,,,,,
9024,1925.95,1935697.8,1785689401681246,-22.9780174,-43.2321372,41.75,3.0,-9.84,-1.76,-0.03,19,3,-37.3,-1.7,,,,,,,,
9025,1926.0204,1935773.7,1785689401751640,-22.9780174,-43.2321372,41.75,3.0,-9.84,-1.76,-0.03,19,3,-68.1,-27.1,,,,,,,,
9026,1926.1272,1935879.3,1785689401858496,-22.9780174,-43.2321372,41.76,3.01,-9.84,-1.75,-0.03,19,3,-62.6,-22.0,,,,,,,,
9027,1926.2343,1935986.7,1785689401965586,-22.9780174,-43.2321372,41.76,3.01,-9.84,-1.76,-0.02,19,3,-53.0,-12.0,,,,,,,,
9028,1926.3444,1936097.7,1785689402075660,-22.9780174,-43.2321372,41.76,3.01,-9.84,-1.76,-0.01,18,3,-43.7,-2.0,,,,,,,,
9029,1926.4484,1936199.5,1785689402179699,-22.9780174,-43.2321372,41.75,3.0,-9.84,-1.75,-0.01,18,3,-42.8,-1.8,,,,,,,,
9030,1926.5199,1936270.7,1785689402251201,-22.9780174,-43.2321372,41.75,3.0,-9.84,-1.75,-0.01,18,3,-68.0,-27.3,,,,,,,,
9031,1926.6292,1936382.6,1785689402360419,-22.978017441566127,-43.23213715843387,41.75,3.0,-9.84,-1.75,-0.01,18,3,-57.9,-17.1,,,,,,,,
9032,1926.737,1936489.6,1785689402468283,-22.9780175,-43.2321371,41.75,3.0,-9.84,-1.75,-0.01,18,3,-52.9,-12.2,,,,,,,,
9033,1926.8412,1936587.8,1785689402572461,-22.9780175,-43.2321371,41.75,3.0,-9.84,-1.74,-0.01,19,3,-58.3,-6.9,,,,,,,,
9034,1926.9496,1936698.1,1785689402682644,-22.9780175,-43.23213704289363,41.76,3.0,-9.84,-1.74,-0.01,19,3,-37.6,-2.1,,,,,,,,
9035,1927.0205,1936773.9,1785689402753502,-22.9780175,-43.232137,41.76,3.01,-9.84,-1.74,-0.0,19,3,-67.9,-27.0,,,,,,,,
9036,1927.1298,1936882.7,1785689402862821,-22.9780175,-43.232137,41.76,3.01,-9.84,-1.75,-0.0,19,3,-57.9,-17.2,,,,,,,,
9037,1927.2695,1937023.5,1785689403002559,-22.9780175,-43.232137,41.75,3.0,-9.84,-1.75,-0.01,19,3,-17.3,-1.8,,,,,,,,
9038,1927.3439,1937097.5,1785689403076953,-22.9780175,-43.232137,41.75,3.0,-9.84,-1.76,-0.02,18,3,-43.9,-2.1,,,,,,,,
9039,1927.4481,1937199.6,1785689403181114,-22.97801744138076,-43.232137,41.75,3.0,-9.84,-1.77,-0.02,18,3,-42.6,-1.7,,,,,,,,
9040,1927.5195,1937270.8,1785689403252523,-22.9780174,-43.232137,41.75,3.0,-9.84,-1.78,-0.02,18,3,-68.0,-27.3,,,,,,,,
9041,1927.6622,1937414.2,1785689403395234,-22.9780174,-43.232137,41.75,3.0,-9.84,-1.77,-0.01,18,3,-27.4,-1.7,,,,,,,,
9042,1927.7347,1937487.1,1785689403467788,-22.9780174,-43.23213695391773,41.75,2.99,-9.84,-1.77,-0.01,18,3,-52.9,-12.2,,,,,,,,
9043,1927.8408,1937588.7,1785689403573875,-22.9780174,-43.2321369,41.74,2.98,-9.84,-1.77,-0.0,20,3,-58.3,-6.8,,,,,,,,
9044,1927.9492,1937697.9,1785689403684511,-22.9780174,-43.2321369,41.73,2.98,-9.84,-1.77,-0.0,20,3,-37.9,-2.3,,,,,,,,
9045,1928.0211,1937774.3,1785689403756436,-22.9780174,-43.232136866680676,41.73,2.98,-9.84,-1.77,-0.0,20,3,-68.2,-27.2,,,,,,,,
9046,1928.1278,1937879.0,1785689403863142,-22.9780174,-43.232136761958344,41.72,2.97,-9.84,-1.77,-0.0,20,3,-62.8,-17.1,,,,,,,,
9047,1928.2349,1937986.5,1785689403970294,-22.9780174,-43.2321367,41.72,2.97,-9.84,-1.77,-0.0,20,3,-53.1,-12.1,,,,,,,,
9048,1928.3419,1938093.8,1785689404077305,-22.9780174,-43.2321367,41.72,2.97,-9.85,-1.77,-0.0,20,3,-48.1,-6.9,,,,,,,,
9049,1928.4492,1938202.0,1785689404184524,-22.9780174,-43.2321367,41.72,2.97,-9.84,-1.76,-0.0,20,3,-37.8,-1.8,,,,,,,,
9050,1929.0925,1938822.4,1785689404662734,-22.9780176,-43.2321366,41.73,2.98,-9.84,-1.75,-0.01,20,3,-1.8,-7.1,,,,,,,,
9051,1929.1638,1938912.7,1785689404734045,-22.978017671748855,-43.232136671748854,41.74,2.99,-9.84,-1.75,-0.01,20,3,-27.4,-1.9,,,,,,,,
9052,1929.2345,1938985.9,1785689404804711,-22.9780177,-43.2321367,41.74,2.99,-9.84,-1.75,-0.02,20,3,-53.1,-12.1,,,,,,,,
9053,1929.3416,1939093.9,1785689404911797,-22.9780177,-43.2321367,41.76,3.0,-9.85,-1.75,-0.02,19,3,-48.1,-6.9,,,,,,,,
9054,1929.4487,1939198.9,1785689405018886,-22.978017757924643,-43.2321367,41.76,3.01,-9.85,-1.75,-0.02,19,3,-42.9,-1.9,,,,,,,,
9055,1929.5558,1939307.5,1785689405126031,-22.9780178,-43.2321367,41.77,3.02,-9.85,-1.75,-0.02,19,3,-32.4,-1.9,,,,,,,,
9056,1929.6282,1939379.8,1785689405198437,-22.9780178,-43.2321367,41.77,3.02,-9.85,-1.74,-0.02,19,3,-63.1,-17.0,,,,,,,,
9057,1929.7342,1939486.0,1785689405304475,-22.9780178449516,-43.23213665504839,41.78,3.03,-9.85,-1.74,-0.02,19,3,-52.6,-12.0,,,,,,,,
9058,1929.8414,1939589.2,1785689405411602,-22.978017948173232,-43.2321366,41.78,3.03,-9.85,-1.73,-0.02,20,3,-58.7,-6.9,,,,,,,,
9059,1929.9499,1939698.1,1785689405676968,-22.978018,-43.2321366,41.78,3.03,-9.85,-1.73,-0.01,20,3,-37.4,-1.8,,,,,,,,
9060,1930.0199,1939773.3,1785689405746952,-22.978018,-43.2321366,41.78,3.03,-9.84,-1.73,-0.01,20,3,-68.2,-27.2,,,,,,,,
9061,1930.127,1939879.3,1785689405854046,-22.9780180382575,-43.2321365617425,41.77,3.02,-9.85,-1.74,-0.01,20,3,-62.7,-22.1,,,,,,,,
9062,1930.2342,1939986.7,1785689405961262,-22.9780181,-43.2321365,41.76,3.0,-9.84,-1.74,-0.01,20,3,-52.9,-11.9,,,,,,,,
9063,1930.3412,1940093.9,1785689406068230,-22.9780181,-43.2321365,41.75,3.0,-9.85,-1.74,-0.01,18,3,-48.2,-7.0,,,,,,,,
9064,1930.4483,1940198.9,1785689406175343,-22.9780181,-43.2321365,41.75,3.0,-9.84,-1.74,-0.01,18,3,-42.8,-1.8,,,,,,,,
9065,1930.5553,1940307.5,1785689406282402,-22.9780181,-43.23213643351484,41.74,2.99,-9.85,-1.74,-0.01,18,3,-32.4,-1.9,,,,,,,,
9066,1930.6268,1940379.3,1785689406353858,-22.97801813825229,-43.2321364,41.74,2.99,-9.85,-1.74,-0.01,18,3,-63.1,-22.1,,,,,,,,
9067,1930.7339,1940484.2,1785689406460933,-22.9780182,-43.2321364,41.74,2.98,-9.85,-1.74,-0.0,18,3,-57.8,-12.2,,,,,,,,
9068,1930.841,1940586.6,1785689406568113,-22.9780182,-43.23213635435052,41.73,2.98,-9.85,-1.74,-0.0,18,3,-58.8,-7.0,,,,,,,,
9069,1930.9496,1940698.1,1785689406677259,-22.9780182,-43.2321363,41.72,2.97,-9.85,-1.75,-0.01,18,3,-37.4,-1.8,,,,,,,,
9070,1931.0549,1940808.4,1785689406782516,-22.9780182,-43.232136367418995,41.72,2.97,-9.85,-1.75,-0.01,18,3,-32.8,-1.8,,,,,,,,
9071,1931.127,1940879.5,1785689406854646,-22.9780182,-43.2321364,41.72,2.97,-9.85,-1.75,-0.02,18,3,-62.8,-22.2,,,,,,,,
9072,1931.2338,1940986.4,1785689406961475,-22.9780182,-43.2321364,41.71,2.96,-9.85,-1.76,-0.02,18,3,-53.0,-12.0,,,,,,,,
9073,1931.3409,1941093.9,1785689407068514,-22.9780182,-43.2321364,41.7,2.95,-9.85,-1.76,-0.03,18,3,-48.1,-6.9,,,,,,,,
9074,1931.4479,1941198.9,1785689407175499,-22.9780182,-43.2321364,41.7,2.95,-9.85,-1.76,-0.03,18,3,-42.9,-1.9,,,,,,,,
9075,1931.5549,1941307.5,1785689407282593,-22.9780182,-43.2321364,41.7,2.95,-9.85,-1.76,-0.03,18,3,-32.4,-1.9,,,,,,,,
9076,1931.6264,1941379.2,1785689407354062,-22.9780182,-43.23213643824746,41.7,2.95,-9.85,-1.76,-0.03,18,3,-63.1,-22.1,,,,,,,,
9077,1931.7335,1941484.3,1785689407461161,-22.9780182,-43.2321365,41.7,2.95,-9.85,-1.76,-0.03,18,3,-57.6,-12.0,,,,,,,,
9078,1931.8407,1941586.8,1785689407568325,-22.9780182,-43.2321365,41.7,2.95,-9.85,-1.76,-0.03,18,3,-58.6,-6.9,,,,,,,,
9079,1931.9482,1941696.8,1785689407666708,-22.9780182,-43.2321365,41.71,2.95,-9.85,-1.77,-0.03,18,3,-38.7,-3.1,,,,,,,,
9080,1932.0189,1941772.9,1785689407737434,-22.9780182,-43.2321365,41.71,2.96,-9.85,-1.77,-0.04,18,3,-68.2,-27.2,,,,,,,,
9081,1932.1263,1941879.4,1785689407844755,-22.9780182,-43.232136538367094,41.71,2.96,-9.85,-1.78,-0.04,18,3,-62.8,-22.2,,,,,,,,
9082,1932.2333,1941984.3,1785689407951825,-22.978018156686616,-43.2321366,41.72,2.97,-9.85,-1.79,-0.04,18,3,-57.9,-11.9,,,,,,,,
9083,1932.3405,1942091.5,1785689408058985,-22.9780181,-43.2321366,41.73,2.97,-9.85,-1.79,-0.04,16,3,-48.2,-6.9,,,,,,,,
9084,1932.4474,1942198.8,1785689408165941,-22.9780181,-43.2321366,41.73,2.98,-9.85,-1.79,-0.04,16,3,-42.9,-1.9,,,,,,,,
9085,1932.519,1942270.7,1785689408237483,-22.9780181,-43.2321366,41.73,2.98,-9.85,-1.79,-0.04,16,3,-67.9,-27.3,,,,,,,,
9086,1932.626,1942379.3,1785689408344494,-22.9780181,-43.2321366,41.72,2.97,-9.85,-1.79,-0.04,16,3,-63.0,-22.0,,,,,,,,
9087,1932.7331,1942484.4,1785689408451628,-22.9780181,-43.2321366,41.72,2.96,-9.85,-1.79,-0.04,16,3,-57.6,-12.0,,,,,,,,
9088,1932.8403,1942586.8,1785689408558765,-22.9780181,-43.2321366,41.71,2.96,-9.85,-1.79,-0.04,18,3,-58.7,-7.0,,,,,,,,
9089,1932.9479,1942693.8,1785689408671692,-22.9780181,-43.2321366,41.7,2.95,-9.85,-1.79,-0.03,18,3,-43.8,-3.2,,,,,,,,
9090,1933.0544,1942806.7,1785689408778136,-22.9780181,-43.2321366,41.7,2.95,-9.85,-1.79,-0.03,18,3,-32.7,-1.9,,,,,,,,
9091,1933.1258,1942879.2,1785689408849600,-22.9780181,-43.2321366,41.7,2.95,-9.85,-1.79,-0.04,18,3,-62.7,-22.1,,,,,,,,
9092,1933.2329,1942984.4,1785689408956707,-22.9780181,-43.2321366,41.7,2.94,-9.85,-1.79,-0.04,18,3,-58.0,-12.0,,,,,,,,
9093,1933.34,1943091.4,1785689409063818,-22.9780181,-43.232136650449846,41.69,2.94,-9.85,-1.79,-0.05,17,3,-48.3,-7.0,,,,,,,,
9094,1933.447,1943198.8,1785689409170800,-22.9780181,-43.2321367,41.68,2.93,-9.85,-1.79,-0.05,17,3,-43.0,-1.9,,,,,,,,
9095,1933.5195,1943271.4,1785689409243297,-22.9780181,-43.2321367,41.68,2.93,-9.85,-1.79,-0.05,17,3,-67.8,-27.2,,,,,,,,
9096,1933.6256,1943378.8,1785689409349372,-22.9780181,-43.2321367,41.68,2.93,-9.85,-1.79,-0.05,17,3,-63.1,-22.1,,,,,,,,
9097,1933.7327,1943484.3,1785689409456467,-22.9780181,-43.232136743321895,41.69,2.94,-9.85,-1.79,-0.05,17,3,-57.6,-12.0,,,,,,,,
9098,1933.8398,1943584.7,1785689409563605,-22.9780181,-43.2321368,41.69,2.94,-9.84,-1.79,-0.05,19,3,-63.7,-6.9,,,,,,,,
9099,1933.947,1943691.5,1785689409664882,-22.9780181,-43.2321368,41.71,2.95,-9.84,-1.79,-0.06,19,3,-42.7,-2.1,,,,,,,,
9100,1934.054,1943804.0,1785689409771878,-22.9780181,-43.23213686298306,41.72,2.97,-9.84,-1.8,-0.06,19,3,-37.8,-1.8,,,,,,,,
9101,1934.7326,1944470.0,1785689410450417,-22.9780181,-43.2321371,41.76,3.01,-9.85,-1.8,-0.06,18,3,-57.8,-12.1,,,,,,,,
9102,1934.8394,1944584.5,1785689410557256,-22.9780181,-43.2321371,41.77,3.02,-9.84,-1.8,-0.06,19,3,-63.8,-7.0,,,,,,,,
9103,1934.9466,1944691.5,1785689410667625,-22.9780181,-43.2321371,41.77,3.02,-9.85,-1.8,-0.06,19,3,-42.5,-1.8,,,,,,,,
9104,1935.0535,1944804.0,1785689410774559,-22.9780181,-43.23213716304077,41.77,3.02,-9.85,-1.8,-0.06,19,3,-37.8,-1.9,,,,,,,,
9105,1935.125,1944876.0,1785689410846077,-22.9780181,-43.23213716503107,41.77,3.02,-9.85,-1.8,-0.06,19,3,-62.7,-22.1,,,,,,,,
9106,1935.2321,1944984.3,1785689410953154,-22.9780181,-43.2321371,41.77,3.02,-9.85,-1.79,-0.05,19,3,-58.0,-17.0,,,,,,,,
9107,1935.3392,1945091.5,1785689411060228,-22.9780181,-43.2321371,41.76,3.01,-9.85,-1.79,-0.05,18,3,-48.1,-6.9,,,,,,,,
9108,1935.4462,1945198.9,1785689411167256,-22.9780181,-43.2321371,41.75,3.0,-9.85,-1.78,-0.04,18,3,-42.8,-1.8,,,,,,,,
9109,1935.5178,1945269.3,1785689411238819,-22.9780181,-43.232137071719166,41.75,3.0,-9.85,-1.78,-0.04,18,3,-72.9,-27.2,,,,,,,,
9110,1935.6604,1945412.7,1785689411381412,-22.9780181,-43.232137,41.75,3.0,-9.85,-1.78,-0.03,18,3,-27.4,-37.8,,,,,,,,
9111,1935.7319,1945484.3,1785689411452935,-22.9780181,-43.232137,41.75,3.0,-9.85,-1.79,-0.03,18,3,-57.6,-17.0,,,,,,,,
9112,1935.8389,1945584.7,1785689411559977,-22.9780181,-43.232137,41.75,3.0,-9.85,-1.79,-0.03,19,3,-63.8,-6.9,,,,,,,,
9113,1935.9463,1945691.5,1785689411673183,-22.9780181,-43.232137,41.74,2.99,-9.85,-1.79,-0.03,19,3,-42.7,-2.0,,,,,,,,
9114,1936.0531,1945803.9,1785689411779971,-22.9780181,-43.232137,41.74,2.99,-9.85,-1.79,-0.02,19,3,-37.8,-1.9,,,,,,,,
9115,1936.1246,1945876.0,1785689411851473,-22.9780181,-43.232136965039416,41.74,2.99,-9.85,-1.79,-0.02,19,3,-62.7,-22.2,,,,,,,,
9116,1936.2317,1945984.3,1785689411958516,-22.9780181,-43.2321369,41.73,2.97,-9.85,-1.78,-0.01,19,3,-58.0,-17.1,,,,,,,,
9117,1936.3388,1946091.4,1785689412065606,-22.9780181,-43.2321369,41.71,2.96,-9.85,-1.78,-0.01,18,3,-48.2,-7.0,,,,,,,,
9118,1936.4458,1946198.9,1785689412172697,-22.9780181,-43.2321369,41.7,2.95,-9.85,-1.78,-0.0,18,3,-42.8,-1.8,,,,,,,,
9119,1936.5529,1946304.2,1785689412279762,-22.9780181,-43.2321369,41.7,2.95,-9.85,-1.78,-0.01,18,3,-37.4,-1.9,,,,,,,,
9120,1936.6244,1946376.1,1785689412351244,-22.9780181,-43.2321369,41.7,2.95,-9.85,-1.78,-0.01,18,3,-63.0,-22.1,,,,,,,,
9121,1936.7315,1946484.3,1785689412458336,-22.9780181,-43.2321369,41.69,2.94,-9.85,-1.78,-0.02,18,3,-57.6,-17.0,,,,,,,,
9122,1936.8386,1946584.7,1785689412565456,-22.9780181,-43.2321369,41.69,2.94,-9.85,-1.77,-0.03,18,3,-63.8,-6.9,,,,,,,,
9123,1936.9458,1946691.5,1785689412670402,-22.9780181,-43.2321369,41.69,2.94,-9.85,-1.77,-0.03,18,3,-42.5,-1.9,,,,,,,,
9124,1937.0172,1946769.2,1785689412741730,-22.9780181,-43.2321369,41.69,2.94,-9.85,-1.77,-0.03,18,3,-73.3,-32.3,,,,,,,,
